,Temp.Cat,unique.ID,Temp.C,K,Ambient_Nutrient,Species,Chamber.Channel,Run,umol.cm2.hr,log.rate,rate.type,Condition,individual.ID,Species.ID,Organism.ID
947,16,C4_ND_16,16,289.15,Nutrient,Caul,4,10,21.61291571,3.118521235,Respiration,RespirationNutrient,C4_ND,C4_D,C4
948,20,C4_ND_20,20,293.15,Nutrient,Caul,4,10,21.8061876,3.127031885,Respiration,RespirationNutrient,C4_ND,C4_D,C4
949,22,C4_ND_22,22,295.15,Nutrient,Caul,4,10,17.97071378,2.94289641,Respiration,RespirationNutrient,C4_ND,C4_D,C4
950,24,C4_ND_24,24,297.15,Nutrient,Caul,4,10,9.6125674,2.362038903,Respiration,RespirationNutrient,C4_ND,C4_D,C4
951,26,C4_ND_26,26,299.15,Nutrient,Caul,4,10,32.09975062,3.499525748,Respiration,RespirationNutrient,C4_ND,C4_D,C4
952,28,C4_ND_28,28,301.15,Nutrient,Caul,4,10,30.23219123,3.441449333,Respiration,RespirationNutrient,C4_ND,C4_D,C4
953,30,C4_ND_30,30,303.15,Nutrient,Caul,4,10,59.63161616,4.104816476,Respiration,RespirationNutrient,C4_ND,C4_D,C4
954,32,C4_ND_32,32,305.15,Nutrient,Caul,4,10,30.36371299,3.445651587,Respiration,RespirationNutrient,C4_ND,C4_D,C4
955,34,C4_ND_34,34,307.15,Nutrient,Caul,4,10,12.00452668,2.565297503,Respiration,RespirationNutrient,C4_ND,C4_D,C4
956,36,C4_ND_36,36,309.15,Nutrient,Caul,4,10,1.722955801,1.001717982,Respiration,RespirationNutrient,C4_ND,C4_D,C4
957,39,C4_ND_39,39,312.15,Nutrient,Caul,4,10,58.07750006,4.078850142,Respiration,RespirationNutrient,C4_ND,C4_D,C4
958,42,C4_ND_42,42,315.15,Nutrient,Caul,4,10,31.14017758,3.470106885,Respiration,RespirationNutrient,C4_ND,C4_D,C4
85,16,C4_NL_16,16,289.15,Nutrient,Caul,4,12,77.29614194,4.360498329,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
86,20,C4_NL_20,20,293.15,Nutrient,Caul,4,12,111.0586393,4.719022299,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
87,22,C4_NL_22,22,295.15,Nutrient,Caul,4,12,150.2592976,5.018995567,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
88,24,C4_NL_24,24,297.15,Nutrient,Caul,4,12,256.6750488,5.55169929,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
89,26,C4_NL_26,26,299.15,Nutrient,Caul,4,12,259.0311206,5.560801318,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
90,28,C4_NL_28,28,301.15,Nutrient,Caul,4,12,309.8496982,5.73930951,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
91,30,C4_NL_30,30,303.15,Nutrient,Caul,4,12,332.8665313,5.810741306,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
92,32,C4_NL_32,32,305.15,Nutrient,Caul,4,12,427.5731938,6.060461537,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
93,34,C4_NL_34,34,307.15,Nutrient,Caul,4,12,275.1754064,5.621036194,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
94,36,C4_NL_36,36,309.15,Nutrient,Caul,4,12,127.2658456,4.854105029,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
95,39,C4_NL_39,39,312.15,Nutrient,Caul,4,12,-132.6483682,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
96,42,C4_NL_42,42,315.15,Nutrient,Caul,4,12,-12.63964071,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C4_NL,C4_L,C4
959,16,C5_AD_16,16,289.15,Ambient,Caul,5,9,29.71220795,3.424660229,Respiration,RespirationAmbient,C5_AD,C5_D,C5
960,20,C5_AD_20,20,293.15,Ambient,Caul,5,9,24.83936671,3.25189917,Respiration,RespirationAmbient,C5_AD,C5_D,C5
961,22,C5_AD_22,22,295.15,Ambient,Caul,5,9,42.29491711,3.76803524,Respiration,RespirationAmbient,C5_AD,C5_D,C5
962,24,C5_AD_24,24,297.15,Ambient,Caul,5,9,62.39311071,4.149355192,Respiration,RespirationAmbient,C5_AD,C5_D,C5
963,26,C5_AD_26,26,299.15,Ambient,Caul,5,9,63.02116032,4.159213659,Respiration,RespirationAmbient,C5_AD,C5_D,C5
964,28,C5_AD_28,28,301.15,Ambient,Caul,5,9,79.60852848,4.389604456,Respiration,RespirationAmbient,C5_AD,C5_D,C5
965,30,C5_AD_30,30,303.15,Ambient,Caul,5,9,68.80911686,4.245764615,Respiration,RespirationAmbient,C5_AD,C5_D,C5
966,32,C5_AD_32,32,305.15,Ambient,Caul,5,9,64.44328491,4.181183888,Respiration,RespirationAmbient,C5_AD,C5_D,C5
967,34,C5_AD_34,34,307.15,Ambient,Caul,5,9,131.4683516,4.886343761,Respiration,RespirationAmbient,C5_AD,C5_D,C5
968,36,C5_AD_36,36,309.15,Ambient,Caul,5,9,133.9862124,4.905172643,Respiration,RespirationAmbient,C5_AD,C5_D,C5
969,39,C5_AD_39,39,312.15,Ambient,Caul,5,9,171.763722,5.151924892,Respiration,RespirationAmbient,C5_AD,C5_D,C5
970,42,C5_AD_42,42,315.15,Ambient,Caul,5,9,159.4587445,5.078036866,Respiration,RespirationAmbient,C5_AD,C5_D,C5
97,16,C5_AL_16,16,289.15,Ambient,Caul,5,11,119.8818498,4.794813621,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
98,20,C5_AL_20,20,293.15,Ambient,Caul,5,11,160.2038117,5.082669476,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
99,22,C5_AL_22,22,295.15,Ambient,Caul,5,11,190.8427577,5.256676066,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
100,24,C5_AL_24,24,297.15,Ambient,Caul,5,11,212.4138039,5.363233022,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
101,26,C5_AL_26,26,299.15,Ambient,Caul,5,11,284.165139,5.653068448,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
102,28,C5_AL_28,28,301.15,Ambient,Caul,5,11,238.1689293,5.477170119,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
103,30,C5_AL_30,30,303.15,Ambient,Caul,5,11,224.194259,5.416963403,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
104,32,C5_AL_32,32,305.15,Ambient,Caul,5,11,183.9217167,5.219932583,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
105,34,C5_AL_34,34,307.15,Ambient,Caul,5,11,180.977038,5.203880514,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
106,36,C5_AL_36,36,309.15,Ambient,Caul,5,11,114.1938529,4.746616387,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
107,39,C5_AL_39,39,312.15,Ambient,Caul,5,11,-192.6855945,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
108,42,C5_AL_42,42,315.15,Ambient,Caul,5,11,28.38128393,3.380357871,Net Photosynthesis,Net PhotosynthesisAmbient,C5_AL,C5_L,C5
971,16,C5_ND_16,16,289.15,Nutrient,Caul,5,10,50.61416129,3.943796078,Respiration,RespirationNutrient,C5_ND,C5_D,C5
972,20,C5_ND_20,20,293.15,Nutrient,Caul,5,10,64.750519,4.185867565,Respiration,RespirationNutrient,C5_ND,C5_D,C5
973,22,C5_ND_22,22,295.15,Nutrient,Caul,5,10,56.02543578,4.04349741,Respiration,RespirationNutrient,C5_ND,C5_D,C5
974,24,C5_ND_24,24,297.15,Nutrient,Caul,5,10,65.66585249,4.199692865,Respiration,RespirationNutrient,C5_ND,C5_D,C5
975,26,C5_ND_26,26,299.15,Nutrient,Caul,5,10,86.61822447,4.472989018,Respiration,RespirationNutrient,C5_ND,C5_D,C5
976,28,C5_ND_28,28,301.15,Nutrient,Caul,5,10,100.1591352,4.616694873,Respiration,RespirationNutrient,C5_ND,C5_D,C5
977,30,C5_ND_30,30,303.15,Nutrient,Caul,5,10,154.0527783,5.043765564,Respiration,RespirationNutrient,C5_ND,C5_D,C5
978,32,C5_ND_32,32,305.15,Nutrient,Caul,5,10,112.2331634,4.729449086,Respiration,RespirationNutrient,C5_ND,C5_D,C5
979,34,C5_ND_34,34,307.15,Nutrient,Caul,5,10,67.51509756,4.227054123,Respiration,RespirationNutrient,C5_ND,C5_D,C5
980,36,C5_ND_36,36,309.15,Nutrient,Caul,5,10,81.57604712,4.413719652,Respiration,RespirationNutrient,C5_ND,C5_D,C5
981,39,C5_ND_39,39,312.15,Nutrient,Caul,5,10,142.8193437,4.968557954,Respiration,RespirationNutrient,C5_ND,C5_D,C5
982,42,C5_ND_42,42,315.15,Nutrient,Caul,5,10,7.640682544,2.156481578,Respiration,RespirationNutrient,C5_ND,C5_D,C5
109,16,C5_NL_16,16,289.15,Nutrient,Caul,5,12,87.53499878,4.48339794,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
110,20,C5_NL_20,20,293.15,Nutrient,Caul,5,12,179.396712,5.195158381,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
111,22,C5_NL_22,22,295.15,Nutrient,Caul,5,12,227.6316563,5.432112221,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
112,24,C5_NL_24,24,297.15,Nutrient,Caul,5,12,186.6694458,5.234682148,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
113,26,C5_NL_26,26,299.15,Nutrient,Caul,5,12,300.6897574,5.709399196,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
114,28,C5_NL_28,28,301.15,Nutrient,Caul,5,12,370.7327194,5.9181751,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
115,30,C5_NL_30,30,303.15,Nutrient,Caul,5,12,343.7594115,5.842846816,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
116,32,C5_NL_32,32,305.15,Nutrient,Caul,5,12,415.3787582,6.031595322,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
117,34,C5_NL_34,34,307.15,Nutrient,Caul,5,12,191.806423,5.261686696,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
118,36,C5_NL_36,36,309.15,Nutrient,Caul,5,12,89.105931,4.500985989,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
119,39,C5_NL_39,39,312.15,Nutrient,Caul,5,12,-377.0829156,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
120,42,C5_NL_42,42,315.15,Nutrient,Caul,5,12,-103.6424047,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C5_NL,C5_L,C5
983,16,C6_AD_16,16,289.15,Ambient,Caul,6,9,46.17380507,3.853838761,Respiration,RespirationAmbient,C6_AD,C6_D,C6
984,20,C6_AD_20,20,293.15,Ambient,Caul,6,9,14.5098483,2.741475196,Respiration,RespirationAmbient,C6_AD,C6_D,C6
985,22,C6_AD_22,22,295.15,Ambient,Caul,6,9,36.32332505,3.619618468,Respiration,RespirationAmbient,C6_AD,C6_D,C6
986,24,C6_AD_24,24,297.15,Ambient,Caul,6,9,42.91582036,3.782274628,Respiration,RespirationAmbient,C6_AD,C6_D,C6
987,26,C6_AD_26,26,299.15,Ambient,Caul,6,9,65.66818043,4.199727784,Respiration,RespirationAmbient,C6_AD,C6_D,C6
988,28,C6_AD_28,28,301.15,Ambient,Caul,6,9,109.3129907,4.703321695,Respiration,RespirationAmbient,C6_AD,C6_D,C6
989,30,C6_AD_30,30,303.15,Ambient,Caul,6,9,62.33428714,4.148426843,Respiration,RespirationAmbient,C6_AD,C6_D,C6
990,32,C6_AD_32,32,305.15,Ambient,Caul,6,9,109.6270593,4.706164718,Respiration,RespirationAmbient,C6_AD,C6_D,C6
991,34,C6_AD_34,34,307.15,Ambient,Caul,6,9,122.032605,4.812449402,Respiration,RespirationAmbient,C6_AD,C6_D,C6
992,36,C6_AD_36,36,309.15,Ambient,Caul,6,9,166.1467706,5.118872292,Respiration,RespirationAmbient,C6_AD,C6_D,C6
993,39,C6_AD_39,39,312.15,Ambient,Caul,6,9,145.6673111,4.988166832,Respiration,RespirationAmbient,C6_AD,C6_D,C6
994,42,C6_AD_42,42,315.15,Ambient,Caul,6,9,159.1042865,5.075825394,Respiration,RespirationAmbient,C6_AD,C6_D,C6
121,16,C6_AL_16,16,289.15,Ambient,Caul,6,11,177.3634111,5.183823104,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
122,20,C6_AL_20,20,293.15,Ambient,Caul,6,11,223.1262106,5.412209333,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
123,22,C6_AL_22,22,295.15,Ambient,Caul,6,11,235.3000008,5.465102188,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
124,24,C6_AL_24,24,297.15,Ambient,Caul,6,11,251.1413791,5.529989958,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
125,26,C6_AL_26,26,299.15,Ambient,Caul,6,11,341.78652,5.837107863,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
126,28,C6_AL_28,28,301.15,Ambient,Caul,6,11,465.5413618,6.14534668,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
127,30,C6_AL_30,30,303.15,Ambient,Caul,6,11,425.2741752,6.055082743,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
128,32,C6_AL_32,32,305.15,Ambient,Caul,6,11,328.8410881,5.798610987,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
129,34,C6_AL_34,34,307.15,Ambient,Caul,6,11,239.809625,5.484006684,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
130,36,C6_AL_36,36,309.15,Ambient,Caul,6,11,220.2159505,5.399139376,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
131,39,C6_AL_39,39,312.15,Ambient,Caul,6,11,-161.8166747,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
132,42,C6_AL_42,42,315.15,Ambient,Caul,6,11,102.3807226,4.638418509,Net Photosynthesis,Net PhotosynthesisAmbient,C6_AL,C6_L,C6
133,16,C6_NL_16,16,289.15,Nutrient,Caul,6,12,60.61860433,4.120963843,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
134,20,C6_NL_20,20,293.15,Nutrient,Caul,6,12,139.3922435,4.944440244,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
135,22,C6_NL_22,22,295.15,Nutrient,Caul,6,12,189.8251345,5.251357483,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
136,24,C6_NL_24,24,297.15,Nutrient,Caul,6,12,233.9724508,5.459468277,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
137,26,C6_NL_26,26,299.15,Nutrient,Caul,6,12,284.4178321,5.653954184,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
138,28,C6_NL_28,28,301.15,Nutrient,Caul,6,12,353.41852,5.870478475,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
139,30,C6_NL_30,30,303.15,Nutrient,Caul,6,12,363.2824584,5.897929551,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
140,32,C6_NL_32,32,305.15,Nutrient,Caul,6,12,415.0340009,6.03076699,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
141,34,C6_NL_34,34,307.15,Nutrient,Caul,6,12,244.3106232,5.502525257,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
142,36,C6_NL_36,36,309.15,Nutrient,Caul,6,12,136.0357028,4.920241496,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
143,39,C6_NL_39,39,312.15,Nutrient,Caul,6,12,-212.7027964,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
144,42,C6_NL_42,42,315.15,Nutrient,Caul,6,12,-18.54877705,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C6_NL,C6_L,C6
995,16,C7_AD_16,16,289.15,Ambient,Caul,7,9,38.64152408,3.679877157,Respiration,RespirationAmbient,C7_AD,C7_D,C7
996,20,C7_AD_20,20,293.15,Ambient,Caul,7,9,11.84776195,2.553169629,Respiration,RespirationAmbient,C7_AD,C7_D,C7
997,22,C7_AD_22,22,295.15,Ambient,Caul,7,9,26.64080704,3.319293197,Respiration,RespirationAmbient,C7_AD,C7_D,C7
998,24,C7_AD_24,24,297.15,Ambient,Caul,7,9,36.22355616,3.616941791,Respiration,RespirationAmbient,C7_AD,C7_D,C7
999,26,C7_AD_26,26,299.15,Ambient,Caul,7,9,45.67182011,3.843140559,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1000,28,C7_AD_28,28,301.15,Ambient,Caul,7,9,67.98942543,4.233953238,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1001,30,C7_AD_30,30,303.15,Ambient,Caul,7,9,50.52020281,3.941974018,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1002,32,C7_AD_32,32,305.15,Ambient,Caul,7,9,18.24558156,2.957281505,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1003,34,C7_AD_34,34,307.15,Ambient,Caul,7,9,89.84747339,4.509181984,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1004,36,C7_AD_36,36,309.15,Ambient,Caul,7,9,84.28039024,4.445944536,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1005,39,C7_AD_39,39,312.15,Ambient,Caul,7,9,138.3143495,4.936732887,Respiration,RespirationAmbient,C7_AD,C7_D,C7
1006,42,C7_AD_42,42,315.15,Ambient,Caul,7,9,121.996812,4.812158436,Respiration,RespirationAmbient,C7_AD,C7_D,C7
145,16,C7_AL_16,16,289.15,Ambient,Caul,7,11,102.3983231,4.638588744,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
146,20,C7_AL_20,20,293.15,Ambient,Caul,7,11,152.759394,5.035389004,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
147,22,C7_AL_22,22,295.15,Ambient,Caul,7,11,156.5399679,5.059679191,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
148,24,C7_AL_24,24,297.15,Ambient,Caul,7,11,209.5631694,5.3497857,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
149,26,C7_AL_26,26,299.15,Ambient,Caul,7,11,249.3081451,5.522692739,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
150,28,C7_AL_28,28,301.15,Ambient,Caul,7,11,297.7515575,5.699612317,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
151,30,C7_AL_30,30,303.15,Ambient,Caul,7,11,301.7386944,5.712870039,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
152,32,C7_AL_32,32,305.15,Ambient,Caul,7,11,275.8644132,5.623527903,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
153,34,C7_AL_34,34,307.15,Ambient,Caul,7,11,249.2040061,5.522276609,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
154,36,C7_AL_36,36,309.15,Ambient,Caul,7,11,231.9700872,5.450910064,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
155,39,C7_AL_39,39,312.15,Ambient,Caul,7,11,14.39239785,2.733873741,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
156,42,C7_AL_42,42,315.15,Ambient,Caul,7,11,129.5635761,4.871860281,Net Photosynthesis,Net PhotosynthesisAmbient,C7_AL,C7_L,C7
1007,16,C7_ND_16,16,289.15,Nutrient,Caul,7,10,37.99759253,3.663499914,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1008,20,C7_ND_20,20,293.15,Nutrient,Caul,7,10,36.60824509,3.627223311,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1009,22,C7_ND_22,22,295.15,Nutrient,Caul,7,10,33.42535004,3.538793213,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1010,24,C7_ND_24,24,297.15,Nutrient,Caul,7,10,19.93203202,3.041280618,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1011,26,C7_ND_26,26,299.15,Nutrient,Caul,7,10,38.97522371,3.688259855,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1012,28,C7_ND_28,28,301.15,Nutrient,Caul,7,10,41.7587958,3.755574924,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1013,30,C7_ND_30,30,303.15,Nutrient,Caul,7,10,81.45834649,4.412293275,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1014,32,C7_ND_32,32,305.15,Nutrient,Caul,7,10,4.324575326,1.672332957,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1015,34,C7_ND_34,34,307.15,Nutrient,Caul,7,10,19.83065235,3.036425573,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1016,36,C7_ND_36,36,309.15,Nutrient,Caul,7,10,18.7064932,2.980948185,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1017,39,C7_ND_39,39,312.15,Nutrient,Caul,7,10,137.8846588,4.933643796,Respiration,RespirationNutrient,C7_ND,C7_D,C7
1018,42,C7_ND_42,42,315.15,Nutrient,Caul,7,10,89.20538027,4.502089074,Respiration,RespirationNutrient,C7_ND,C7_D,C7
157,16,C7_NL_16,16,289.15,Nutrient,Caul,7,12,47.47130861,3.880972048,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
158,20,C7_NL_20,20,293.15,Nutrient,Caul,7,12,78.26479841,4.372794126,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
159,22,C7_NL_22,22,295.15,Nutrient,Caul,7,12,105.029789,4.663720083,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
160,24,C7_NL_24,24,297.15,Nutrient,Caul,7,12,117.0250637,4.770897006,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
161,26,C7_NL_26,26,299.15,Nutrient,Caul,7,12,144.687092,4.981461116,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
162,28,C7_NL_28,28,301.15,Nutrient,Caul,7,12,146.1620031,4.991534042,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
163,30,C7_NL_30,30,303.15,Nutrient,Caul,7,12,166.17734,5.119055165,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
164,32,C7_NL_32,32,305.15,Nutrient,Caul,7,12,201.8494288,5.312463974,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
165,34,C7_NL_34,34,307.15,Nutrient,Caul,7,12,180.1433874,5.199288913,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
166,36,C7_NL_36,36,309.15,Nutrient,Caul,7,12,120.2015808,4.797455116,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
167,39,C7_NL_39,39,312.15,Nutrient,Caul,7,12,-108.2856671,0.000001,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
168,42,C7_NL_42,42,315.15,Nutrient,Caul,7,12,2.608047673,1.283166815,Net Photosynthesis,Net PhotosynthesisNutrient,C7_NL,C7_L,C7
1019,16,C8_AD_16,16,289.15,Ambient,Caul,8,9,24.31878454,3.231546592,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1020,20,C8_AD_20,20,293.15,Ambient,Caul,8,9,16.89060918,2.884275948,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1021,22,C8_AD_22,22,295.15,Ambient,Caul,8,9,30.23791411,3.441632553,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1022,24,C8_AD_24,24,297.15,Ambient,Caul,8,9,37.18532916,3.642451388,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1023,26,C8_AD_26,26,299.15,Ambient,Caul,8,9,55.47483313,4.033795108,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1024,28,C8_AD_28,28,301.15,Ambient,Caul,8,9,77.65150125,4.365026717,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1025,30,C8_AD_30,30,303.15,Ambient,Caul,8,9,46.34607098,3.857483838,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1026,32,C8_AD_32,32,305.15,Ambient,Caul,8,9,59.47158157,4.102173529,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1027,34,C8_AD_34,34,307.15,Ambient,Caul,8,9,82.93109486,4.429996163,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1028,36,C8_AD_36,36,309.15,Ambient,Caul,8,9,131.2858683,4.88496525,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1029,39,C8_AD_39,39,312.15,Ambient,Caul,8,9,150.0702952,5.01774526,Respiration,RespirationAmbient,C8_AD,C8_D,C8
1030,42,C8_AD_42,42,315.15,Ambient,Caul,8,9,110.7130017,4.715933098,Respiration,RespirationAmbient,C8_AD,C8_D,C8
169,16,C8_AL_16,16,289.15,Ambient,Caul,8,11,118.5458115,4.783699658,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
170,20,C8_AL_20,20,293.15,Ambient,Caul,8,11,158.2911145,5.070733437,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
171,22,C8_AL_22,22,295.15,Ambient,Caul,8,11,185.5120604,5.228495904,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
172,24,C8_AL_24,24,297.15,Ambient,Caul,8,11,210.6018596,5.354706488,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
173,26,C8_AL_26,26,299.15,Ambient,Caul,8,11,266.7995404,5.590238717,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
174,28,C8_AL_28,28,301.15,Ambient,Caul,8,11,352.1489298,5.866889865,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
175,30,C8_AL_30,30,303.15,Ambient,Caul,8,11,381.0850276,5.945643169,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
176,32,C8_AL_32,32,305.15,Ambient,Caul,8,11,337.3481007,5.824075249,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
177,34,C8_AL_34,34,307.15,Ambient,Caul,8,11,245.4394213,5.507116208,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
178,36,C8_AL_36,36,309.15,Ambient,Caul,8,11,227.2072938,5.430254399,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
179,39,C8_AL_39,39,312.15,Ambient,Caul,8,11,-37.83206609,0.000001,Net Photosynthesis,Net PhotosynthesisAmbient,C8_AL,C8_L,C8
